Alignment_name	mafft_Q-score	D2_Q-score	D2S_Q-score	D2St_Q-score	mafft_TC-score	D2_TC-score	D2S_TC-score	D2St_TC-score
renamed_headers431.fasta	0.946	0.946	0.946	0.946	0.913	0.913	0.913	0.913
renamed_headers431s1.fasta	1	1	1	1	1	1	1	1
renamed_headers431s2.fasta	1	1	1	1	1	1	1	1
renamed_headers433.fasta	0.874	0.874	0.874	0.874	0.811	0.811	0.811	0.811
renamed_headers433t0.fasta	1	1	1	1	1	1	1	1
renamed_headers437.fasta	0.887	0.838	0.838	0.68	0.643	0.456	0.456	0.168
renamed_headers437s0.fasta	0.978	0.978	0.978	0.978	0.978	0.978	0.978	0.978
renamed_headers437s2.fasta	1	1	1	1	1	1	1	1
renamed_headers437s3.fasta	1	1	1	1	1	1	1	1
renamed_headers437s5.fasta	0.891	0.88	0.88	0.88	0.723	0.727	0.727	0.727
renamed_headers437t7.fasta	0.894	0.839	0.839	0.761	0.686	0.528	0.528	0.302
renamed_headers439.fasta	0.601	0.601	0.601	0.601	0.601	0.601	0.601	0.601
renamed_headers43s0.fasta	0.993	0.993	0.993	0.993	0.993	0.993	0.993	0.993
renamed_headers43s2.fasta	0.977	0.977	0.977	0.977	0.977	0.977	0.977	0.977
renamed_headers43s3.fasta	1	1	1	1	1	1	1	1
renamed_headers43s6.fasta	0.922	0.948	0.948	0.948	0.847	0.881	0.881	0.881
renamed_headers43t3.fasta	0.943	0.943	0.943	0.943	0.943	0.943	0.943	0.943
renamed_headers43t8.fasta	0.819	0.897	0.897	0.897	0.516	0.757	0.757	0.757
renamed_headers442.fasta	0.972	0.972	0.972	0.985	0.947	0.947	0.947	0.972
renamed_headers442s1.fasta	0.996	0.996	0.996	0.996	0.994	0.994	0.994	0.994
renamed_headers451.fasta	0.742	0.792	0.792	0.792	0.614	0.67	0.67	0.67
renamed_headers451s0.fasta	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99
renamed_headers451s2.fasta	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77
renamed_headers451t1.fasta	0.993	0.993	0.993	0.993	0.99	0.99	0.99	0.99
renamed_headers452.fasta	0.939	0.939	0.939	0.939	0.939	0.939	0.939	0.939
renamed_headers455.fasta	0.924	0.924	0.924	0.924	0.924	0.924	0.924	0.924
renamed_headers457.fasta	1	1	1	1	1	1	1	1
renamed_headers46.fasta	0.0902	0.116	0.116	0.116	0	0	0	0
renamed_headers462.fasta	1	1	1	1	1	1	1	1
renamed_headers468.fasta	0.977	0.971	0.971	0.971	0.952	0.937	0.937	0.937
renamed_headers468s1.fasta	0.968	0.968	0.968	0.968	0.954	0.954	0.954	0.954
renamed_headers469.fasta	0.754	0.754	0.754	0.754	0.64	0.64	0.64	0.64
renamed_headers469s0.fasta	0.972	0.972	0.972	0.972	0.972	0.972	0.972	0.972
renamed_headers46s0.fasta	0	0	0	0	0	0	0	0
renamed_headers471.fasta	0.984	0.984	0.984	0.984	0.968	0.968	0.968	0.968
renamed_headers478.fasta	0.77	0.77	0.77	0.77	0.77	0.77	0.77	0.77
renamed_headers48.fasta	0.213	0.213	0.213	0.213	0.213	0.213	0.213	0.213
renamed_headers482.fasta	0.721	0.721	0.721	0.721	0.721	0.721	0.721	0.721
renamed_headers488.fasta	0.952	0.952	0.952	0.952	0.927	0.927	0.927	0.927
renamed_headers488s0.fasta	1	1	1	1	1	1	1	1
renamed_headers488s2.fasta	1	1	1	1	1	1	1	1
renamed_headers49.fasta	0.0123	0.0345	0.0345	0.0345	0	0	0	0
renamed_headers490.fasta	0.754	0.757	0.757	0.757	0.437	0.277	0.277	0.277
renamed_headers490s0.fasta	0.993	0.993	0.993	0.993	0.993	0.993	0.993	0.993
renamed_headers490s1.fasta	1	1	1	1	1	1	1	1
renamed_headers490s3.fasta	0.925	0.925	0.925	0.925	0.925	0.925	0.925	0.925
renamed_headers490s4.fasta	0.977	0.977	0.977	0.977	0.955	0.955	0.955	0.955
renamed_headers490s5.fasta	0.825	0.825	0.825	0.825	0.596	0.596	0.596	0.596
renamed_headers490t6.fasta	0.728	0.728	0.728	0.728	0.634	0.634	0.634	0.634
renamed_headers490t7.fasta	0.931	0.931	0.931	0.843	0.87	0.87	0.87	0.565
renamed_headers490t8.fasta	0.561	0.524	0.524	0.524	0.368	0.265	0.265	0.265
renamed_headers491.fasta	0.678	0.61	0.61	0.608	0.252	0.158	0.158	0.158
renamed_headers491s0.fasta	1	1	1	1	1	1	1	1
renamed_headers491s3.fasta	0.646	0.646	0.646	0.646	0.54	0.54	0.54	0.54
renamed_headers491s4.fasta	0.977	0.977	0.977	0.977	0.957	0.957	0.957	0.957
renamed_headers491s6.fasta	0.914	0.912	0.912	0.912	0.752	0.752	0.752	0.752
renamed_headers491t6.fasta	0.623	0.592	0.592	0.592	0.245	0.164	0.164	0.164
renamed_headers498.fasta	0.874	0.878	0.874	0.874	0.795	0.801	0.795	0.795
renamed_headers498s0.fasta	1	1	1	1	1	1	1	1
renamed_headers498s2.fasta	0.948	0.953	0.948	0.948	0.909	0.916	0.909	0.909
renamed_headers498t1.fasta	0.993	0.993	0.993	0.993	0.993	0.993	0.993	0.993
renamed_headers498t2.fasta	0.848	0.848	0.848	0.848	0.787	0.787	0.787	0.787
renamed_headers49t0.fasta	0.071	0.071	0.071	0.071	0.071	0.071	0.071	0.071
renamed_headers4s0.fasta	1	1	1	1	1	1	1	1
renamed_headers4t2.fasta	0.989	0.992	0.992	0.992	0.984	0.988	0.988	0.988
renamed_headers4t3.fasta	0.804	0.641	0.641	0.641	0.563	0.303	0.303	0.303
renamed_headers4t4.fasta	0.128	0.128	0.128	0.128	0.128	0.128	0.128	0.128
renamed_headers502.fasta	0.799	0.799	0.799	0.799	0.723	0.723	0.723	0.723
renamed_headers502s0.fasta	0.918	0.918	0.918	0.918	0.918	0.918	0.918	0.918
renamed_headers504.fasta	0.632	0.632	0.632	0.632	0.632	0.632	0.632	0.632
renamed_headers506.fasta	0.402	0.402	0.402	0.402	0.402	0.402	0.402	0.402
renamed_headers51.fasta	0.207	0.206	0.206	0.206	0.071	0.0634	0.0634	0.0634
renamed_headers512.fasta	0.887	0.949	0.949	0.949	0.83	0.925	0.925	0.925
renamed_headers512s1.fasta	0.95	0.95	0.95	0.95	0.925	0.925	0.925	0.925
renamed_headers51t0.fasta	0.951	0.951	0.951	0.951	0.951	0.951	0.951	0.951
renamed_headers51t1.fasta	0.332	0.332	0.332	0.332	0.332	0.332	0.332	0.332
renamed_headers51t2.fasta	0.295	0.295	0.295	0.295	0.183	0.183	0.183	0.183
renamed_headers52.fasta	0.49	0.49	0.49	0.49	0.174	0.174	0.174	0.174
renamed_headers525.fasta	0.651	0.651	0.651	0.651	0.346	0.346	0.346	0.346
renamed_headers525t1.fasta	1	1	1	1	1	1	1	1
renamed_headers52s0.fasta	1	1	1	1	1	1	1	1
renamed_headers52t1.fasta	0.9	0.9	0.9	0.9	0.853	0.853	0.853	0.853
renamed_headers53.fasta	0.167	0.167	0.167	0.167	0.167	0.167	0.167	0.167
renamed_headers531.fasta	1	1	1	1	1	1	1	1
renamed_headers54.fasta	0	0	0	0	0	0	0	0
renamed_headers542.fasta	0.938	0.938	0.938	0.938	0.938	0.938	0.938	0.938
renamed_headers545.fasta	1	1	1	1	1	1	1	1
renamed_headers547.fasta	1	1	1	1	1	1	1	1
renamed_headers54t0.fasta	0	0	0	0	0	0	0	0
renamed_headers55.fasta	0.301	0.301	0.301	0.301	0.301	0.301	0.301	0.301
renamed_headers553.fasta	0.907	0.862	0.862	0.862	0.768	0.674	0.674	0.674
renamed_headers553s0.fasta	1	1	1	1	1	1	1	1
renamed_headers553s2.fasta	0.981	0.981	0.981	0.981	0.973	0.973	0.973	0.973
renamed_headers553s3.fasta	1	1	1	1	1	1	1	1
renamed_headers553s5.fasta	0.891	0.891	0.891	0.891	0.824	0.824	0.824	0.824
renamed_headers553s6.fasta	0.967	0.967	0.967	0.967	0.933	0.933	0.933	0.933
renamed_headers561.fasta	0.621	0.621	0.621	0.621	0.621	0.621	0.621	0.621
renamed_headers57.fasta	0.0681	0.0484	0.0484	0.0484	0.0163	0	0	0
renamed_headers573.fasta	0.966	0.966	0.966	0.966	0.949	0.949	0.949	0.949
renamed_headers573s0.fasta	1	1	1	1	1	1	1	1
renamed_headers573s1.fasta	1	1	1	1	1	1	1	1
renamed_headers57s1.fasta	0.706	0.706	0.706	0.706	0.587	0.587	0.587	0.587
renamed_headers57s7.fasta	0.101	0.0731	0.0731	0.0731	0.0302	0	0	0
renamed_headers57t0.fasta	0.984	0.984	0.984	0.984	0.984	0.984	0.984	0.984
renamed_headers57t1.fasta	0.667	0.667	0.667	0.667	0.667	0.667	0.667	0.667
renamed_headers57t2.fasta	0.686	0.686	0.686	0.686	0.686	0.686	0.686	0.686
renamed_headers57t3.fasta	0.197	0.197	0.197	0.197	0.197	0.197	0.197	0.197
renamed_headers57t4.fasta	0.682	0.774	0.774	0.774	0.554	0.697	0.697	0.697
renamed_headers57t5.fasta	0.59	0.33	0.33	0.33	0.421	0.186	0.186	0.186
renamed_headers57t7.fasta	0.212	0.13	0.13	0.13	0.00524	0.00524	0.00524	0.00524
renamed_headers57t8.fasta	0.0861	0.0799	0.0799	0.0799	0	0.011	0.011	0.011
renamed_headers581.fasta	0.801	0.763	0.763	0.729	0.322	0.221	0.221	0.0718
renamed_headers581s1.fasta	1	1	1	1	1	1	1	1
renamed_headers581s10.fasta	0.861	0.862	0.862	0.862	0.705	0.709	0.709	0.709
renamed_headers581s11.fasta	0.989	0.989	0.989	0.989	0.966	0.966	0.966	0.966
renamed_headers581s12.fasta	1	1	1	1	1	1	1	1
renamed_headers581s14.fasta	0.883	0.887	0.887	0.887	0.696	0.713	0.713	0.713
renamed_headers581s15.fasta	0.939	0.835	0.835	0.835	0.776	0.491	0.491	0.491
renamed_headers581s18.fasta	0.828	0.794	0.794	0.763	0.477	0.27	0.27	0.221
renamed_headers581s4.fasta	1	1	1	1	1	1	1	1
renamed_headers581s5.fasta	1	1	1	1	1	1	1	1
renamed_headers581s6.fasta	0.966	0.966	0.966	0.966	0.966	0.966	0.966	0.966
renamed_headers581s7.fasta	1	1	1	1	1	1	1	1
renamed_headers581t12.fasta	0.212	0.212	0.212	0.212	0.212	0.212	0.212	0.212
renamed_headers581t13.fasta	0.96	0.929	0.929	0.929	0.868	0.803	0.803	0.803
renamed_headers581t14.fasta	0.962	0.929	0.929	0.929	0.868	0.803	0.803	0.803
renamed_headers581t15.fasta	0.712	0.712	0.712	0.712	0.712	0.712	0.712	0.712
renamed_headers581t16.fasta	0.804	0.804	0.804	0.804	0.702	0.702	0.702	0.702
renamed_headers581t17.fasta	0.53	0.69	0.69	0.696	0.281	0.439	0.439	0.439
renamed_headers581t18.fasta	0.701	0.652	0.652	0.583	0.299	0.276	0.276	0.27
renamed_headers581t9.fasta	0.916	0.916	0.916	0.916	0.78	0.78	0.78	0.78
renamed_headers587.fasta	0.915	0.915	0.915	0.915	0.853	0.853	0.853	0.853
renamed_headers587t0.fasta	0.986	0.986	0.986	0.986	0.986	0.986	0.986	0.986
renamed_headers587t1.fasta	1	1	1	1	1	1	1	1
renamed_headers588.fasta	0.909	0.909	0.909	0.909	0.733	0.733	0.733	0.733
renamed_headers588s25.fasta	1	1	1	1	1	1	1	1
renamed_headers588s27.fasta	0.991	0.991	0.991	0.991	0.936	0.936	0.936	0.936
renamed_headers588t12.fasta	1	1	1	1	1	1	1	1
renamed_headers588t28.fasta	0.921	0.921	0.921	0.921	0.766	0.766	0.766	0.766
renamed_headers588t29.fasta	0.991	0.991	0.991	0.991	0.986	0.986	0.986	0.986
renamed_headers59.fasta	0.0943	0.0943	0.0943	0.0943	0.0943	0.0943	0.0943	0.0943
renamed_headers591.fasta	1	1	1	1	1	1	1	1
renamed_headers592.fasta	1	1	1	1	1	1	1	1
renamed_headers6.fasta	0.743	0.743	0.743	0.743	0.743	0.743	0.743	0.743
renamed_headers60.fasta	0.218	0.365	0.365	0.365	0.133	0.309	0.309	0.309
renamed_headers603.fasta	0.661	0.661	0.661	0.661	0.661	0.661	0.661	0.661
renamed_headers604.fasta	1	1	1	1	1	1	1	1
renamed_headers606.fasta	0.956	0.956	0.956	0.956	0.956	0.956	0.956	0.956
renamed_headers60t0.fasta	0.291	0.291	0.291	0.291	0.291	0.291	0.291	0.291
renamed_headers61.fasta	0.702	0.703	0.703	0.727	0.436	0.438	0.438	0.465
renamed_headers613.fasta	1	1	1	1	1	1	1	1
renamed_headers614.fasta	0.753	0.753	0.753	0.753	0.663	0.663	0.663	0.663
renamed_headers614s0.fasta	1	1	1	1	1	1	1	1
renamed_headers61s2.fasta	0.998	0.998	0.998	0.998	0.996	0.996	0.996	0.996
renamed_headers61t3.fasta	0.983	0.983	0.983	0.976	0.953	0.953	0.953	0.942
renamed_headers61t4.fasta	0.781	0.781	0.781	0.781	0.781	0.781	0.781	0.781
renamed_headers62.fasta	0.611	0.331	0.331	0.331	0.559	0.264	0.264	0.264
renamed_headers620.fasta	0.936	0.924	0.924	0.924	0.733	0.736	0.736	0.738
renamed_headers620s6.fasta	0.987	0.987	0.987	0.987	0.987	0.987	0.987	0.987
renamed_headers620s7.fasta	1	1	1	1	1	1	1	1
renamed_headers620t11.fasta	0.954	0.88	0.88	0.954	0.933	0.824	0.824	0.933
renamed_headers620t12.fasta	0.995	0.997	0.997	0.997	0.949	0.961	0.961	0.961
renamed_headers622.fasta	0.518	0.518	0.518	0.518	0.518	0.518	0.518	0.518
renamed_headers629.fasta	0.958	0.958	0.958	0.958	0.958	0.958	0.958	0.958
renamed_headers62t0.fasta	1	1	1	1	1	1	1	1
renamed_headers62t1.fasta	1	1	1	1	1	1	1	1
renamed_headers63.fasta	0.338	0.338	0.338	0.338	0.338	0.338	0.338	0.338
renamed_headers636.fasta	1	1	1	1	1	1	1	1
renamed_headers637.fasta	1	1	1	1	1	1	1	1
renamed_headers639.fasta	0.977	0.977	0.977	0.977	0.977	0.977	0.977	0.977
renamed_headers641.fasta	0.842	0.794	0.794	0.794	0.706	0.654	0.654	0.654
renamed_headers641s0.fasta	1	1	1	1	1	1	1	1
renamed_headers641t1.fasta	0.889	0.889	0.889	0.889	0.889	0.889	0.889	0.889
renamed_headers641t2.fasta	0.853	0.853	0.853	0.853	0.798	0.798	0.798	0.798
renamed_headers649.fasta	0.43	0.43	0.43	0.43	0.43	0.43	0.43	0.43
renamed_headers655.fasta	0.86	0.86	0.86	0.86	0.733	0.733	0.733	0.733
renamed_headers655s1.fasta	1	1	1	1	1	1	1	1
renamed_headers658.fasta	0.679	0.735	0.735	0.735	0.447	0.523	0.523	0.523
renamed_headers658s0.fasta	1	1	1	1	1	1	1	1
renamed_headers658t1.fasta	0.929	0.929	0.929	0.929	0.895	0.895	0.895	0.895
renamed_headers66.fasta	0.261	0.187	0.187	0.187	0.114	0.114	0.114	0.114
renamed_headers669.fasta	0.712	0.577	0.577	0.577	0.556	0.368	0.368	0.368
renamed_headers669t0.fasta	1	1	1	1	1	1	1	1
renamed_headers669t1.fasta	1	1	1	1	1	1	1	1
renamed_headers66s3.fasta	0.516	0.516	0.516	0.516	0.339	0.339	0.339	0.339
renamed_headers66s5.fasta	0.325	0.363	0.363	0.363	0.114	0.114	0.114	0.114
renamed_headers66t1.fasta	1	1	1	1	1	1	1	1
renamed_headers66t2.fasta	1	1	1	1	1	1	1	1
renamed_headers66t4.fasta	0.323	0.27	0.27	0.27	0.159	0.0885	0.0885	0.0885
renamed_headers66t5.fasta	0.599	0.599	0.599	0.599	0.33	0.33	0.33	0.33
renamed_headers67.fasta	0	0	0	0	0	0	0	0
renamed_headers676.fasta	1	1	1	1	1	1	1	1
renamed_headers676s0.fasta	1	1	1	1	1	1	1	1
renamed_headers676s3.fasta	1	1	1	1	1	1	1	1
renamed_headers676s4.fasta	1	1	1	1	1	1	1	1
renamed_headers676s5.fasta	1	1	1	1	1	1	1	1
renamed_headers7.fasta	0	0	0	0	0	0	0	0
renamed_headers706.fasta	0.996	0.996	0.996	0.996	0.928	0.928	0.928	0.928
renamed_headers71.fasta	0.578	0.42	0.42	0.42	0.408	0.184	0.184	0.184
renamed_headers71s0.fasta	0.472	0.472	0.472	0.472	0.472	0.472	0.472	0.472
renamed_headers722.fasta	0.956	0.956	0.956	0.956	0.956	0.956	0.956	0.956
renamed_headers74.fasta	0.498	0.499	0.499	0.499	0.113	0.084	0.084	0.084
renamed_headers74s0.fasta	1	1	1	1	1	1	1	1
renamed_headers74s1.fasta	1	1	1	1	1	1	1	1
renamed_headers74s2.fasta	0.877	0.877	0.877	0.877	0.817	0.817	0.817	0.817
renamed_headers74t3.fasta	0.678	0.75	0.75	0.75	0.516	0.608	0.608	0.608
renamed_headers75.fasta	0.534	0.372	0.372	0.372	0.297	0.159	0.159	0.159
renamed_headers75s2.fasta	0.824	0.824	0.824	0.824	0.755	0.755	0.755	0.755
renamed_headers75t0.fasta	1	1	1	1	1	1	1	1
renamed_headers75t1.fasta	0.925	0.925	0.925	0.925	0.925	0.925	0.925	0.925
renamed_headers75t2.fasta	0.56	0.56	0.56	0.56	0.378	0.378	0.378	0.378
renamed_headers76.fasta	0.978	0.978	0.978	0.978	0.956	0.956	0.956	0.956
renamed_headers76s0.fasta	1	1	1	1	1	1	1	1
renamed_headers77.fasta	0	0	0	0	0	0	0	0
renamed_headers78.fasta	0.214	0.208	0.208	0.208	0.0833	0.0833	0.0833	0.0833
renamed_headers78s1.fasta	1	1	1	1	1	1	1	1
renamed_headers78s10.fasta	0.467	0.438	0.438	0.438	0.245	0.205	0.205	0.205
renamed_headers78s9.fasta	0.339	0.288	0.288	0.288	0.181	0.178	0.178	0.178
renamed_headers78t1.fasta	0.936	0.936	0.936	0.936	0.906	0.906	0.906	0.906
renamed_headers78t10.fasta	0.266	0.25	0.25	0.25	0.169	0.145	0.145	0.145
renamed_headers78t2.fasta	0.887	0.887	0.887	0.887	0.887	0.887	0.887	0.887
renamed_headers78t3.fasta	0.995	0.995	0.995	0.995	0.995	0.995	0.995	0.995
renamed_headers78t5.fasta	0.992	0.992	0.992	0.992	0.989	0.989	0.989	0.989
renamed_headers78t6.fasta	0.898	0.898	0.898	0.898	0.898	0.898	0.898	0.898
renamed_headers78t7.fasta	0.866	0.866	0.866	0.866	0.742	0.742	0.742	0.742
renamed_headers78t8.fasta	0.664	0.664	0.664	0.664	0.514	0.514	0.514	0.514
renamed_headers78t9.fasta	0.492	0.511	0.511	0.504	0.297	0.276	0.276	0.3
renamed_headers8.fasta	0.664	0.662	0.664	0.664	0.239	0.239	0.239	0.239
renamed_headers80.fasta	0.533	0.51	0.51	0.506	0.228	0.25	0.25	0.25
renamed_headers80s0.fasta	0.95	0.95	0.95	0.95	0.95	0.95	0.95	0.95
renamed_headers80t1.fasta	0.88	0.88	0.88	0.88	0.815	0.815	0.815	0.815
renamed_headers80t2.fasta	0.317	0.317	0.317	0.317	0.317	0.317	0.317	0.317
renamed_headers82.fasta	0.373	0.161	0.161	0.161	0	0.00676	0.00676	0.00676
renamed_headers82s0.fasta	1	1	1	1	1	1	1	1
renamed_headers82s1.fasta	0.959	0.959	0.959	0.959	0.959	0.959	0.959	0.959
renamed_headers82s2.fasta	0.845	0.845	0.845	0.845	0.768	0.768	0.768	0.768
renamed_headers82s3.fasta	0.673	0.673	0.673	0.673	0.546	0.546	0.546	0.546
renamed_headers82s4.fasta	0.823	0.844	0.844	0.844	0.711	0.751	0.751	0.751
renamed_headers82s5.fasta	0.557	0.573	0.573	0.573	0.306	0.336	0.336	0.336
renamed_headers82s8.fasta	0.0402	0.0402	0.0402	0.0402	0.0402	0.0402	0.0402	0.0402
renamed_headers82t5.fasta	0.533	0.65	0.65	0.65	0.315	0.399	0.399	0.399
renamed_headers82t6.fasta	0.495	0.496	0.496	0.496	0.226	0.121	0.121	0.121
renamed_headers82t7.fasta	0.484	0.476	0.476	0.476	0.209	0.191	0.191	0.191
renamed_headers83.fasta	0	0	0	0	0	0	0	0
renamed_headers84.fasta	1	1	1	1	1	1	1	1
renamed_headers85.fasta	0.604	0.611	0.611	0.611	0.421	0.377	0.377	0.377
renamed_headers85s2.fasta	0.961	0.961	0.961	0.961	0.945	0.945	0.945	0.945
renamed_headers85t0.fasta	1	1	1	1	1	1	1	1
renamed_headers85t3.fasta	0.969	0.973	0.973	0.973	0.945	0.948	0.948	0.948
renamed_headers86.fasta	0.77	0.695	0.695	0.789	0.303	0.303	0.303	0.451
renamed_headers86s7.fasta	0.994	0.994	0.994	0.994	0.98	0.98	0.98	0.98
renamed_headers86s8.fasta	1	1	1	1	1	1	1	1
renamed_headers86t10.fasta	0.867	0.899	0.899	0.9	0.31	0.455	0.455	0.458
renamed_headers86t8.fasta	0.987	0.987	0.987	0.987	0.987	0.987	0.987	0.987
renamed_headers86t9.fasta	0.996	0.996	0.996	0.996	0.98	0.98	0.98	0.98
renamed_headers87.fasta	0.198	0.198	0.198	0.198	0.198	0.198	0.198	0.198
renamed_headers89.fasta	0.375	0.463	0.463	0.463	0.221	0.225	0.225	0.225
renamed_headers89s0.fasta	0.732	0.732	0.732	0.732	0.732	0.732	0.732	0.732
renamed_headers89s1.fasta	0.602	0.602	0.602	0.602	0.479	0.479	0.479	0.479
renamed_headers89t0.fasta	0.591	0.591	0.591	0.591	0.591	0.591	0.591	0.591
renamed_headers8t2.fasta	0.972	0.975	0.975	0.975	0.949	0.949	0.949	0.949
renamed_headers9.fasta	0.844	0.844	0.844	0.844	0.563	0.563	0.563	0.563
renamed_headers90.fasta	0.16	0.2	0.2	0.2	0.0498	0.0935	0.0935	0.0935
renamed_headers90t0.fasta	0.878	0.878	0.878	0.878	0.878	0.878	0.878	0.878
renamed_headers90t1.fasta	0.66	0.66	0.66	0.66	0.66	0.66	0.66	0.66
renamed_headers90t2.fasta	0.301	0.248	0.248	0.248	0.0903	0.117	0.117	0.117
renamed_headers92.fasta	0.681	0.713	0.713	0.712	0.439	0.476	0.476	0.476
renamed_headers92s2.fasta	0.945	0.945	0.945	0.945	0.89	0.89	0.89	0.89
renamed_headers92t1.fasta	0.967	0.967	0.967	0.967	0.967	0.967	0.967	0.967
renamed_headers92t2.fasta	0.998	0.998	0.998	0.998	0.997	0.997	0.997	0.997
renamed_headers92t3.fasta	0.754	0.755	0.755	0.754	0.597	0.6	0.6	0.597
renamed_headers92t4.fasta	0.758	0.756	0.756	0.758	0.587	0.581	0.581	0.587
renamed_headers93.fasta	0.613	0.695	0.695	0.714	0.128	0.462	0.462	0.462
renamed_headers93s0.fasta	1	1	1	1	1	1	1	1
renamed_headers93s1.fasta	0.994	0.994	0.994	0.994	0.994	0.994	0.994	0.994
renamed_headers93s2.fasta	0.907	0.907	0.907	0.907	0.907	0.907	0.907	0.907
renamed_headers93s4.fasta	0.975	0.951	0.951	0.951	0.956	0.928	0.928	0.928
renamed_headers93s5.fasta	0.824	0.776	0.776	0.776	0.712	0.593	0.593	0.593
renamed_headers93t7.fasta	0.719	0.81	0.81	0.81	0.296	0.613	0.613	0.613
renamed_headers94.fasta	0.828	0.828	0.828	0.828	0.763	0.763	0.763	0.763
renamed_headers94s0.fasta	1	1	1	1	1	1	1	1
renamed_headers95.fasta	0	0	0	0	0	0	0	0
renamed_headers96.fasta	0.355	0.355	0.355	0.355	0.0901	0.0901	0.0901	0.0901
renamed_headers96t0.fasta	1	1	1	1	1	1	1	1
renamed_headers97.fasta	0.199	0.199	0.199	0.199	0.199	0.199	0.199	0.199
renamed_headers99.fasta	null	null	null	null	null	null	null	null
renamed_headers99s0.fasta	1	1	1	1	1	1	1	1
renamed_headers99t1.fasta	null	null	null	null	null	null	null	null
renamed_headers9t3.fasta	1	1	1	1	1	1	1	1
renamed_headers12asA_1atiA.fasta	0	0	0	0	0	0	0	0
renamed_headers153l_1cnsA.fasta	0	0	0	0	0	0	0	0
renamed_headers16pk_1qpg.fasta	0.857	0.857	0.857	0.857	0.857	0.857	0.857	0.857
renamed_headers19hcA_1duwA.fasta	0.993	0.993	0.993	0.993	0.993	0.993	0.993	0.993
renamed_headers1a02N_1a3qA.fasta	0.313	0.313	0.313	0.313	0.313	0.313	0.313	0.313
renamed_headers1a04A_1dz3A.fasta	0.431	0.431	0.431	0.431	0.431	0.431	0.431	0.431
renamed_headers1a04A_1ibjA.fasta	0	0	0	0	0	0	0	0
renamed_headers1a04A_3chy.fasta	0.473	0.473	0.473	0.473	0.473	0.473	0.473	0.473
renamed_headers1a0cA_1a0dA.fasta	0.998	0.998	0.998	0.998	0.998	0.998	0.998	0.998
renamed_headers1a0cA_1bxbD.fasta	0.454	0.454	0.454	0.454	0.454	0.454	0.454	0.454
renamed_headers1a0cA_1ubpC.fasta	null	null	null	null	null	null	null	null
renamed_headers1a0fA_1hqoA.fasta	null	null	null	null	null	null	null	null
renamed_headers1a0fA_1ljrA.fasta	0.482	0.482	0.482	0.482	0.482	0.482	0.482	0.482
renamed_headers1a0fA_1pd21.fasta	0.023	0.023	0.023	0.023	0.023	0.023	0.023	0.023
renamed_headers1a0hA_5hpgA.fasta	0.742	0.742	0.742	0.742	0.742	0.742	0.742	0.742
renamed_headers1a0p_1a36A.fasta	0.0804	0.0804	0.0804	0.0804	0.0804	0.0804	0.0804	0.0804
renamed_headers1a0p_1ae9A.fasta	0	0	0	0	0	0	0	0
renamed_headers1a0tP_2mprA.fasta	0.569	0.569	0.569	0.569	0.569	0.569	0.569	0.569
renamed_headers1a12A_1jtdB.fasta	0.297	0.297	0.297	0.297	0.297	0.297	0.297	0.297
renamed_headers1a1z_1d2zA.fasta	0.208	0.208	0.208	0.208	0.208	0.208	0.208	0.208
renamed_headers1a28A_2prgA.fasta	0.114	0.114	0.114	0.114	0.114	0.114	0.114	0.114
renamed_headers1a28A_3erdA.fasta	0.41	0.41	0.41	0.41	0.41	0.41	0.41	0.41
renamed_headers1a2vA_1ksiB.fasta	0.528	0.528	0.528	0.528	0.528	0.528	0.528	0.528
renamed_headers1a36A_1a41.fasta	0	0	0	0	0	0	0	0
renamed_headers1a3aA_1a6jA.fasta	0.54	0.54	0.54	0.54	0.54	0.54	0.54	0.54
renamed_headers1a3c_1tc1A.fasta	0.521	0.521	0.521	0.521	0.521	0.521	0.521	0.521
renamed_headers1a3k_1c1lA.fasta	0.557	0.557	0.557	0.557	0.557	0.557	0.557	0.557
renamed_headers1a3k_1lcl.fasta	0.487	0.487	0.487	0.487	0.487	0.487	0.487	0.487
renamed_headers1a3qA_1gof.fasta	0	0	0	0	0	0	0	0
renamed_headers1a44_1qouB.fasta	0.736	0.736	0.736	0.736	0.736	0.736	0.736	0.736
renamed_headers1a49A_1dxeA.fasta	0.192	0.192	0.192	0.192	0.192	0.192	0.192	0.192
renamed_headers1a49A_1pkyC.fasta	0.899	0.899	0.899	0.899	0.899	0.899	0.899	0.899
renamed_headers1a49A_2tpsA.fasta	0	0	0	0	0	0	0	0
renamed_headers1a4iA_1b0aA.fasta	0.81	0.81	0.81	0.81	0.81	0.81	0.81	0.81
renamed_headers1a4iA_1ee9A.fasta	0.475	0.475	0.475	0.475	0.475	0.475	0.475	0.475
renamed_headers1a53_1dvjA.fasta	0.0255	0.0255	0.0255	0.0255	0.0255	0.0255	0.0255	0.0255
renamed_headers1a53_1hg3A.fasta	0.0417	0.0417	0.0417	0.0417	0.0417	0.0417	0.0417	0.0417
renamed_headers1a53_1nsj.fasta	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131
renamed_headers1a53_1qo2A.fasta	null	null	null	null	null	null	null	null
renamed_headers1a62_1mjc.fasta	0	0	0	0	0	0	0	0
renamed_headers1a65A_1aozA.fasta	0.181	0.181	0.181	0.181	0.181	0.181	0.181	0.181
